professionalpartner,teamID,season,season_string,episode,ppseasonexp,ppepisodexp,score,judgexp,team_season,time,team
WitneyCarson,C.W,20,20,2,2,18,5.333333333333333,201.3333333333333,20C.W,20.166666,247
WitneyCarson,C.W,20,20,3,2,19,7,202.3333333333333,20C.W,20.25,247
WitneyCarson,C.W,20,20,4,2,20,6.666666666666667,203.3333333333333,20C.W,20.333334,247
WitneyCarson,C.W,20,20,5,2,21,6.666666666666667,204.3333333333333,20C.W,20.416666,247
WitneyCarson,C.W,20,20,6,2,22,7.666666666666667,205.3333333333333,20C.W,20.5,247
WitneyCarson,C.W,20,20,7,2,23,7.666666666666667,206.3333333333333,20C.W,20.583334,247
WitneyCarson,C.W,20,20,8,2,24,7.833333333333333,207.3333333333333,20C.W,20.666666,247
PetaMurgatroyd,M.P,20,20,1,7,55,6.333333333333333,200.3333333333333,20M.P,20.083334,248
PetaMurgatroyd,M.P,20,20,2,7,56,7,201.3333333333333,20M.P,20.166666,248
PetaMurgatroyd,M.P,20,20,3,7,57,6,202.3333333333333,20M.P,20.25,248
PetaMurgatroyd,M.P,20,20,4,7,58,7.333333333333333,203.3333333333333,20M.P,20.333334,248
DerekHough,N.D,20,20,1,14,141,7.333333333333333,200.3333333333333,20N.D,20.083334,249
DerekHough,N.D,20,20,2,14,142,8.666666666666666,201.3333333333333,20N.D,20.166666,249
DerekHough,N.D,20,20,3,14,143,8.333333333333334,202.3333333333333,20N.D,20.25,249
DerekHough,N.D,20,20,4,14,144,9,203.3333333333333,20N.D,20.333334,249
DerekHough,N.D,20,20,5,14,145,9.333333333333334,204.3333333333333,20N.D,20.416666,249
DerekHough,N.D,20,20,6,14,146,8.666666666666666,205.3333333333333,20N.D,20.5,249
DerekHough,N.D,20,20,9,14,147,10,211,20N.D,20.75,249
SharnaBurgess,N.S,20,20,1,4,20,6.666666666666667,200.3333333333333,20N.S,20.083334,250
SharnaBurgess,N.S,20,20,2,4,21,6.666666666666667,201.3333333333333,20N.S,20.166666,250
SharnaBurgess,N.S,20,20,3,4,22,7.333333333333333,202.3333333333333,20N.S,20.25,250
SharnaBurgess,N.S,20,20,4,4,23,8,203.3333333333333,20N.S,20.333334,250
SharnaBurgess,N.S,20,20,5,4,24,7,204.3333333333333,20N.S,20.416666,250
SharnaBurgess,N.S,20,20,6,4,25,7.333333333333333,205.3333333333333,20N.S,20.5,250
SharnaBurgess,N.S,20,20,7,4,26,9,206.3333333333333,20N.S,20.583334,250
SharnaBurgess,N.S,20,20,8,4,27,7.833333333333333,207.3333333333333,20N.S,20.666666,250
SharnaBurgess,N.S,20,20,9,4,28,9.4,207.8,20N.S,20.75,250
SharnaBurgess,N.S,20,20,10,4,29,9,209.8571428571429,20N.S,20.833334,250
SharnaBurgess,N.S,20,20,11,4,30,9,209,20N.S,20.916666,250
SashaFarber,N.Sa,20,20,7,1,6,9.666666666666666,206.3333333333333,20N.Sa,20.583334,251
SashaFarber,N.Sa,20,20,8,1,7,9.5,207.3333333333333,20N.Sa,20.666666,251
SashaFarber,N.Sa,20,20,9,1,8,10,208.3333333333333,20N.Sa,20.75,251
ArtemChigvintsev,P.A,20,20,1,1,9,6.333333333333333,200.3333333333333,20P.A,20.083334,252
ArtemChigvintsev,P.A,20,20,2,1,10,7,201.3333333333333,20P.A,20.166666,252
ArtemChigvintsev,P.A,20,20,3,1,11,5.666666666666667,202.3333333333333,20P.A,20.25,252
ArtemChigvintsev,P.A,20,20,4,1,12,7.666666666666667,203.3333333333333,20P.A,20.333334,252
ArtemChigvintsev,P.A,20,20,5,1,13,6.666666666666667,204.3333333333333,20P.A,20.416666,252
ArtemChigvintsev,P.A,20,20,6,1,14,7.333333333333333,205.3333333333333,20P.A,20.5,252
AllisonHolker,R.A,20,20,1,1,6,7.666666666666667,200.3333333333333,20R.A,20.083334,253
AllisonHolker,R.A,20,20,2,1,7,8,201.3333333333333,20R.A,20.166666,253
AllisonHolker,R.A,20,20,3,1,8,8.333333333333334,202.3333333333333,20R.A,20.25,253
AllisonHolker,R.A,20,20,4,1,9,8.333333333333334,203.3333333333333,20R.A,20.333334,253
AllisonHolker,R.A,20,20,5,1,10,9.666666666666666,204.3333333333333,20R.A,20.416666,253
AllisonHolker,R.A,20,20,6,1,11,9.333333333333334,205.3333333333333,20R.A,20.5,253
AllisonHolker,R.A,20,20,7,1,12,9.333333333333334,206.3333333333333,20R.A,20.583334,253
AllisonHolker,R.A,20,20,8,1,13,9.666666666666666,207.3333333333333,20R.A,20.666666,253
AllisonHolker,R.A,20,20,9,1,14,10,208.3333333333333,20R.A,20.75,253
AllisonHolker,R.A,20,20,10,1,15,10,209.8571428571429,20R.A,20.833334,253
AllisonHolker,R.A,20,20,11,1,16,10,209,20R.A,20.916666,253
EmmaSlater,R.E,20,20,1,3,21,5.666666666666667,200.3333333333333,20R.E,20.083334,254
EmmaSlater,R.E,20,20,2,3,22,7.666666666666667,201.3333333333333,20R.E,20.166666,254
KymJohnson,R.K,20,20,1,13,87,7,200.3333333333333,20R.K,20.083334,255
KymJohnson,R.K,20,20,2,13,88,7,201.3333333333333,20R.K,20.166666,255
KymJohnson,R.K,20,20,3,13,89,7,202.3333333333333,20R.K,20.25,255
KymJohnson,R.K,20,20,4,13,90,8.666666666666666,203.3333333333333,20R.K,20.333334,255
KymJohnson,R.K,20,20,5,13,91,6,204.3333333333333,20R.K,20.416666,255
KymJohnson,R.K,20,20,6,13,92,7,205.3333333333333,20R.K,20.5,255
KymJohnson,R.K,20,20,7,13,93,7.666666666666667,206.3333333333333,20R.K,20.583334,255
KymJohnson,R.K,20,20,8,13,94,7.5,207.3333333333333,20R.K,20.666666,255
ValentinChmerkovskiy,R.V,20,20,1,7,57,8,200.3333333333333,20R.V,20.083334,256
ValentinChmerkovskiy,R.V,20,20,2,7,58,8,201.3333333333333,20R.V,20.166666,256
ValentinChmerkovskiy,R.V,20,20,3,7,59,8.333333333333334,202.3333333333333,20R.V,20.25,256
ValentinChmerkovskiy,R.V,20,20,4,7,60,8.666666666666666,203.3333333333333,20R.V,20.333334,256
ValentinChmerkovskiy,R.V,20,20,5,7,61,9.666666666666666,204.3333333333333,20R.V,20.416666,256
ValentinChmerkovskiy,R.V,20,20,6,7,62,8.333333333333334,205.3333333333333,20R.V,20.5,256
ValentinChmerkovskiy,R.V,20,20,7,7,63,8.666666666666666,206.3333333333333,20R.V,20.583334,256
ValentinChmerkovskiy,R.V,20,20,8,7,64,10,207.3333333333333,20R.V,20.666666,256
ValentinChmerkovskiy,R.V,20,20,9,7,65,9.800000000000001,207.8,20R.V,20.75,256
ValentinChmerkovskiy,R.V,20,20,10,7,66,10,209.8571428571429,20R.V,20.833334,256
ValentinChmerkovskiy,R.V,20,20,11,7,67,10,209,20R.V,20.916666,256
TonyDovolani,S.T,20,20,1,18,110,6.333333333333333,200.3333333333333,20S.T,20.083334,257
TonyDovolani,S.T,20,20,2,18,111,7,201.3333333333333,20S.T,20.166666,257
TonyDovolani,S.T,20,20,3,18,112,6.333333333333333,202.3333333333333,20S.T,20.25,257
TonyDovolani,S.T,20,20,4,18,113,7,203.3333333333333,20S.T,20.333334,257
TonyDovolani,S.T,20,20,5,18,114,7,204.3333333333333,20S.T,20.416666,257
MarkBallas,W.M,20,20,1,15,111,6.333333333333333,200.3333333333333,20W.M,20.083334,258
MarkBallas,W.M,20,20,2,15,112,8,201.3333333333333,20W.M,20.166666,258
MarkBallas,W.M,20,20,3,15,113,8,202.3333333333333,20W.M,20.25,258
MarkBallas,W.M,20,20,4,15,114,9.666666666666666,203.3333333333333,20W.M,20.333334,258
MarkBallas,W.M,20,20,5,15,115,8.333333333333334,204.3333333333333,20W.M,20.416666,258
MarkBallas,W.M,20,20,6,15,116,8.666666666666666,205.3333333333333,20W.M,20.5,258
MarkBallas,W.M,20,20,7,15,117,9.333333333333334,206.3333333333333,20W.M,20.583334,258
